alert_id,timestamp,latitude,longitude,alert_type,severity
1366,2025-01-27 21:46:00,41.72110910143953,-88.15404393892982,Kidnapping,Low
1367,2025-01-23 09:45:00,42.12420377743551,-87.69390431218082,Fire,Critical
1368,2025-02-22 01:23:00,41.8778935103847,-88.05624567243692,Accident,Critical
1369,2025-01-02 11:06:00,41.80597998318985,-87.16653294211183,Fire,High
1370,2025-01-27 13:46:00,41.85076911949392,-87.64339443624262,Fire,Critical
1371,2025-03-01 11:18:00,41.50300287978347,-87.92099030582308,MissingPerson,Medium
1372,2025-02-18 19:39:00,41.988536451301876,-87.26613212637515,Fire,High
1373,2025-02-04 19:33:00,42.02543911535249,-87.84941826068943,Fire,High
1374,2025-02-21 09:59:00,41.729804835547654,-87.85392051674054,Kidnapping,High
1375,2025-01-25 09:52:00,41.671336484768986,-87.48251470618864,MissingPerson,Medium
1376,2025-01-05 17:40:00,41.965096891338646,-87.14500986875827,Fire,High
1377,2025-01-20 02:37:00,41.60578328458503,-87.74221820685109,Accident,Medium
1378,2025-02-10 07:41:00,42.01597446718876,-87.17947322435472,Fire,Low
1379,2025-01-12 02:18:00,42.03223800994603,-87.14524567810217,Fire,Medium
1380,2025-02-10 09:58:00,41.966930571356556,-87.9723090267071,MissingPerson,Low
1381,2025-01-28 06:24:00,41.94565393620246,-87.74112422829224,Kidnapping,Critical
1382,2025-01-03 04:04:00,41.944962570858955,-87.08195713792654,Fire,High
1383,2025-01-02 06:26:00,42.080984024297024,-87.084986022655,Fire,High
1384,2025-01-16 21:51:00,41.98327270896158,-87.76901367825869,MissingPerson,Medium
1385,2025-02-06 22:29:00,42.12842841450415,-87.1685239899529,MissingPerson,Medium
1386,2025-02-19 19:05:00,41.99642811522276,-87.59769254611597,Accident,Critical
1387,2025-02-08 13:39:00,41.65207349649878,-87.22967714304441,Kidnapping,High
1388,2025-01-15 19:22:00,41.84979510085118,-88.0845338626101,MissingPerson,Low
1389,2025-02-11 04:22:00,41.9004085074305,-87.84771607328996,MissingPerson,Low
1390,2025-02-03 01:52:00,41.84895010538127,-88.11321426419894,MissingPerson,Medium
1391,2025-02-19 10:18:00,41.90161827567096,-87.39866498921663,Fire,High
1392,2025-02-17 00:49:00,41.73371421927114,-87.35573408647805,MissingPerson,Medium
1393,2025-02-13 18:31:00,41.79594742183478,-87.50457420123595,Fire,Medium
1394,2025-01-06 11:23:00,41.772570600814,-87.58681913410628,Fire,Critical
1395,2025-02-06 18:30:00,41.62300924548604,-87.82850580114545,Fire,High
1396,2025-01-19 02:39:00,41.5053288895181,-87.5692643014443,Accident,Low
1397,2025-01-15 08:58:00,42.25873796885834,-87.83882594626444,MissingPerson,Medium
1398,2025-02-07 21:13:00,41.91300421841126,-87.37965629339375,Fire,Critical
1399,2025-02-21 19:57:00,41.605899269410884,-88.02626176638354,Kidnapping,Critical
1400,2025-02-14 07:09:00,41.5281608906167,-87.85949907024228,MissingPerson,Medium
1401,2025-02-15 10:48:00,42.01491521493949,-87.69311860274624,Kidnapping,High
1402,2025-01-21 00:01:00,41.994337633615615,-87.64943621808868,Kidnapping,Critical
1403,2025-02-25 21:46:00,41.94600759658594,-87.75017275384211,Fire,High
1404,2025-02-19 12:17:00,42.2307413458947,-87.34176379856646,Accident,Low
1405,2025-01-14 19:11:00,41.76245530487764,-87.49716617434161,Fire,Low
1406,2025-02-28 08:39:00,41.983582471114524,-87.16913334347267,Accident,Low
1407,2025-01-18 05:14:00,42.25605992760401,-87.88884023263878,Fire,Low
1408,2025-02-19 18:22:00,41.968251729558084,-87.35380323369445,MissingPerson,Critical
1409,2025-02-12 22:04:00,41.75803639754393,-87.75913550511139,Kidnapping,Critical
1410,2025-01-18 10:07:00,41.923680935309086,-87.61741137552,MissingPerson,Medium
1411,2025-01-13 20:51:00,41.63333850062199,-87.82619964606596,Accident,High
1412,2025-02-09 20:09:00,42.198824992905884,-87.5472298089281,MissingPerson,Low
1413,2025-01-26 14:07:00,42.047510546702064,-87.4980048494038,Fire,Low
1414,2025-02-05 05:34:00,42.05613637833601,-87.37289778484423,Fire,Low
1415,2025-01-05 07:09:00,41.670217467375835,-87.59817765128915,Fire,Medium
1416,2025-02-12 11:47:00,41.66038960563254,-87.2027077649925,Kidnapping,Critical
1417,2025-01-06 07:00:00,41.522964383451686,-87.47634125299268,Kidnapping,Critical
1418,2025-02-05 18:26:00,41.759842181271125,-87.28968930290438,Kidnapping,Critical
1419,2025-02-18 09:58:00,41.742419952254046,-87.5610144010862,Fire,Medium
1420,2025-02-03 02:31:00,41.569065337212734,-87.39964533351666,Accident,Medium
1421,2025-02-07 23:44:00,41.87205436406452,-87.42752347715108,Kidnapping,Medium
1422,2025-02-04 13:07:00,41.71952754335203,-87.25525156299594,Fire,Critical
1423,2025-02-21 10:48:00,41.964713840441526,-87.12956746125835,Fire,High
1424,2025-01-12 10:34:00,41.88689804286544,-87.35970954087915,Fire,Critical
1425,2025-01-05 09:06:00,41.73370605107625,-87.95199537642341,Kidnapping,Medium
1426,2025-02-23 21:18:00,42.04759202251292,-88.17168671601034,Accident,Low
1427,2025-02-19 03:29:00,41.88903480578865,-87.47507546019565,Kidnapping,Critical
1428,2025-02-08 02:01:00,42.020342856426836,-87.84623576842529,Accident,Critical
1429,2025-01-10 03:51:00,41.85372818004073,-88.07147569086618,Accident,Critical
1430,2025-02-04 14:39:00,42.06508752716362,-88.032716586417,Fire,Critical
1431,2025-01-21 10:49:00,42.20824265552821,-87.65428244141788,MissingPerson,High
1432,2025-02-14 09:47:00,42.048973128303665,-87.2081492406905,Kidnapping,Medium
1433,2025-02-09 01:16:00,41.78691996586554,-87.82121551419458,Fire,High
1434,2025-01-15 10:43:00,41.56569846351149,-87.25042509247324,Accident,Medium
1435,2025-02-09 01:12:00,42.22850111869518,-87.7206927656957,Fire,High
1436,2025-01-20 07:59:00,42.18188486531594,-88.04674466531046,Fire,Low
1437,2025-02-25 16:48:00,41.59953758352049,-87.37300097621021,Kidnapping,Medium
1438,2025-02-05 05:13:00,41.53450285667331,-87.69911470410645,MissingPerson,Low
1439,2025-01-01 02:45:00,42.12640994981028,-87.94179546690336,Kidnapping,High
1440,2025-02-08 07:58:00,41.77325298303155,-87.80114634814107,Accident,Low
1441,2025-02-28 03:08:00,41.87351747610492,-87.6279108392862,Accident,Medium
1442,2025-02-15 23:07:00,41.484156649626385,-87.60781966520396,Accident,Low
1443,2025-01-31 11:31:00,42.10882734273575,-88.08582697021099,Accident,High
1444,2025-01-11 18:36:00,41.78552756676219,-87.51872107107747,Accident,Critical
1445,2025-01-05 17:34:00,41.62787622509371,-87.9810807679291,Accident,Critical
1446,2025-01-07 11:24:00,42.08929500023717,-87.44978149703925,Accident,Medium
1447,2025-01-01 16:10:00,41.80949648948805,-88.20425428878504,Kidnapping,Critical
1448,2025-02-08 03:23:00,41.71271565942598,-88.06274809960327,Fire,High
1449,2025-01-28 16:11:00,42.042140446166094,-88.12956629640577,Fire,Critical
1450,2025-01-12 19:12:00,41.812213772035975,-88.1383487786003,Accident,Low
1451,2025-01-31 08:40:00,41.76998792539901,-87.99053882396514,Kidnapping,High
1452,2025-01-11 21:00:00,42.00951300635837,-87.30945827157962,Kidnapping,Critical
1453,2025-02-02 05:23:00,41.971691792914335,-87.31979545700736,Fire,Low
1454,2025-01-15 10:08:00,42.12035210546778,-87.79436054991295,MissingPerson,High
1455,2025-01-04 21:53:00,41.679894733587055,-87.83434545065735,MissingPerson,Medium
1456,2025-02-05 06:19:00,42.09751602199104,-87.77935486826574,Kidnapping,Low
1457,2025-01-25 11:24:00,42.00825594936617,-88.0971508640059,MissingPerson,Critical
1458,2025-01-01 06:21:00,41.54363934987075,-87.94960548122803,MissingPerson,High
1459,2025-02-11 13:42:00,42.30434865212343,-87.74389079531596,Kidnapping,Low
1460,2025-01-27 15:55:00,41.61957762136065,-87.41560205918182,Accident,Critical
1461,2025-01-21 04:41:00,41.95580663283753,-87.04170798262201,Kidnapping,Critical
1462,2025-01-21 18:26:00,42.00712097090448,-87.76762238318607,Kidnapping,Medium
1463,2025-01-09 00:06:00,42.10278931416623,-88.02347831468046,MissingPerson,Medium
1464,2025-01-19 01:38:00,41.71216873231632,-87.7252255122819,Accident,Low
1465,2025-01-14 02:05:00,41.78724045104932,-87.34337913554337,Fire,Low
1466,2025-03-01 06:28:00,41.80407093939614,-87.98585164020744,Kidnapping,Critical
1467,2025-02-13 12:48:00,41.68383400633828,-87.48922615426123,Accident,Medium
1468,2025-02-22 13:29:00,41.69947997769083,-88.08792982986886,Accident,Critical
1469,2025-01-26 11:49:00,41.79247386407748,-87.28855671625493,Accident,High
1470,2025-01-23 21:26:00,41.789827874001766,-87.50029062977379,Fire,Medium
1471,2025-02-18 18:48:00,42.20403094909055,-87.44408603384247,Fire,Medium
1472,2025-01-22 08:47:00,41.54679299421201,-87.5399037008142,Accident,Low
1473,2025-01-12 17:44:00,42.10586924300517,-87.69966146479025,MissingPerson,Low
1474,2025-02-08 17:18:00,42.32072170483315,-87.50187495931051,Accident,High
1475,2025-02-02 11:40:00,41.617747322662446,-87.1467226229724,Kidnapping,Medium
1476,2025-01-07 22:31:00,41.64353357907327,-87.3956521672627,Accident,Medium
1477,2025-02-08 03:56:00,41.59830133359773,-87.79749611238344,Fire,Critical
1478,2025-02-12 22:45:00,41.69494355919315,-87.75285073502135,Kidnapping,Low
1479,2025-02-11 07:38:00,41.876020068398105,-87.53020078972513,Fire,Medium
1480,2025-01-24 22:52:00,41.74706805230007,-87.80066944108196,Kidnapping,Medium
1481,2025-01-15 04:53:00,41.67569922159594,-87.69495993785984,MissingPerson,Low
1482,2025-01-09 20:48:00,41.86177354849744,-87.20031886178833,Kidnapping,Medium
1483,2025-02-12 08:50:00,41.90728761347125,-87.04299057593575,Fire,Critical
1484,2025-01-29 09:17:00,41.86040895413478,-88.0922582458022,Kidnapping,Low
1485,2025-01-01 18:31:00,42.00493430468759,-88.1219606664785,Fire,Low
1486,2025-02-09 01:18:00,42.27308605951096,-87.38304628098558,Fire,Medium
1487,2025-02-19 10:06:00,41.94339986754827,-87.69206607420601,Kidnapping,Critical
1488,2025-02-10 03:59:00,41.966001297259155,-87.77167294225232,Accident,Critical
1489,2025-01-31 12:04:00,42.180198696306846,-87.1812277734239,MissingPerson,Low
1490,2025-02-18 12:15:00,41.70958432677927,-87.84611291351798,Accident,High
1491,2025-02-23 15:51:00,41.80071206022624,-87.15014923585252,Kidnapping,Critical
1492,2025-02-04 14:58:00,42.09230182289809,-87.30957117336284,MissingPerson,Medium
1493,2025-01-30 22:04:00,41.79590595907953,-87.86165988546414,Fire,Critical
1494,2025-01-06 03:12:00,41.470783730620134,-87.66656583632617,MissingPerson,High
1495,2025-02-18 17:50:00,42.22541813398989,-87.5815141113913,Accident,High
1496,2025-03-01 07:46:00,41.62525334434935,-88.10337107288414,Fire,Medium
1497,2025-02-01 16:14:00,41.97021888493553,-87.91404728931903,Accident,Critical
1498,2025-02-18 14:06:00,42.26336175527271,-87.32927269610012,Fire,Critical
1499,2025-01-28 17:13:00,41.80916694156351,-87.90993314124434,Fire,Medium
1500,2025-01-05 02:58:00,41.547394773290996,-87.43235113555465,MissingPerson,Medium
1501,2025-02-14 05:05:00,42.29738425291906,-87.68354977176298,Kidnapping,Critical
1502,2025-01-16 08:00:00,42.00885893216086,-87.09966677542586,Accident,High
1503,2025-01-27 19:54:00,42.216809498819444,-87.90201357671472,Accident,Critical
1504,2025-02-10 13:55:00,42.11452666646327,-87.5790851418679,Fire,Medium
1505,2025-02-04 11:16:00,41.58088518591608,-87.88996439947378,MissingPerson,High
1506,2025-01-01 22:52:00,41.681553507924185,-88.04839392438548,MissingPerson,Critical
1507,2025-02-14 22:43:00,42.2234807724641,-87.94780083818345,Fire,Low
1508,2025-02-11 07:29:00,41.91134490725734,-88.08970106629394,MissingPerson,Critical
1509,2025-01-18 18:23:00,41.9456228543247,-87.21682652373119,Accident,Low
1510,2025-01-13 21:49:00,41.960054172050135,-87.76142892027634,Accident,High
1511,2025-02-19 00:25:00,42.29096281786762,-87.5370880264327,Kidnapping,Low
1512,2025-02-11 03:50:00,41.81279764789226,-87.64995473964905,Kidnapping,Critical
1513,2025-01-12 15:12:00,41.99489311892003,-87.26944564563847,MissingPerson,Medium
1514,2025-02-12 06:27:00,41.846449241973474,-87.69562092186473,MissingPerson,Low
1515,2025-02-12 21:33:00,41.7384587099591,-87.28072607495059,Kidnapping,Medium
1516,2025-02-02 05:42:00,42.13240988913051,-87.61513372557829,Kidnapping,Critical
1517,2025-02-07 20:13:00,41.56202548269693,-87.2683755356862,MissingPerson,Low
1518,2025-02-04 05:21:00,42.00453299074582,-88.12110312868688,MissingPerson,Critical
1519,2025-02-08 06:19:00,42.064173252291816,-87.43616704923765,Accident,High
1520,2025-01-28 04:13:00,41.90629804814531,-87.60329821746319,MissingPerson,Critical
1521,2025-02-24 16:48:00,42.20030978742602,-87.65354625704154,MissingPerson,Medium
1522,2025-01-13 07:34:00,41.98350089834204,-88.15812437867315,Fire,Low
1523,2025-02-07 16:53:00,42.284911560657676,-87.73059654328519,Fire,High
1524,2025-01-22 02:16:00,41.92227845061084,-87.41886942728998,Accident,High
1525,2025-02-06 06:56:00,41.973874435884596,-88.02642395735329,Accident,Medium
1526,2025-01-25 14:48:00,42.008083480422236,-88.15843040239687,Accident,Low
1527,2025-02-22 23:33:00,42.05349564731218,-88.01309799945142,Accident,Low
1528,2025-01-11 18:18:00,41.772645259966325,-87.40475661776765,Kidnapping,Critical
1529,2025-02-20 22:39:00,42.28726685848696,-87.75666958742518,Fire,Low
1530,2025-01-04 22:26:00,42.00620947671673,-87.89285522329514,Accident,Low
1531,2025-02-12 19:37:00,42.02962856916001,-88.16453413628096,MissingPerson,Critical
1532,2025-02-18 11:33:00,41.57113486945786,-87.81286304811775,MissingPerson,High
1533,2025-02-12 11:56:00,41.83975170727578,-87.55601161624507,Kidnapping,Low
1534,2025-02-15 14:54:00,42.08238996725424,-87.32767034809628,MissingPerson,Medium
1535,2025-01-25 16:37:00,41.57965646556021,-87.65044816983686,Accident,Low
1536,2025-02-24 04:23:00,41.99677557054822,-87.77401454404249,Fire,Critical
1537,2025-02-10 03:58:00,42.115618451854736,-88.03350984303428,Accident,Medium
1538,2025-01-09 19:29:00,41.670594194462794,-87.8843348017363,Fire,High
1539,2025-01-04 08:35:00,42.03313719371933,-87.53826154013359,MissingPerson,Critical
1540,2025-02-18 08:43:00,41.880367501863184,-87.52765970482335,Fire,Medium
1541,2025-01-04 01:42:00,41.869196449402224,-87.23762584531842,Fire,Medium
1542,2025-02-11 09:11:00,41.75991443729739,-87.27246772224987,Accident,Medium
1543,2025-01-11 22:21:00,42.10292817539448,-87.66753232972279,MissingPerson,High
1544,2025-01-16 21:58:00,42.161519779721715,-87.67163152346511,Accident,High
1545,2025-01-28 05:23:00,41.69351149898754,-87.18058419808763,Fire,Medium
1546,2025-02-12 14:54:00,41.974579370680075,-87.94869748445528,Fire,Medium
1547,2025-01-13 00:32:00,41.83795441099444,-88.12728877560393,MissingPerson,Low
1548,2025-02-02 03:21:00,41.501561270737156,-87.74456492334924,Kidnapping,Medium
1549,2025-01-28 11:21:00,42.18082939560517,-87.33666640379752,MissingPerson,Medium
1550,2025-01-04 11:38:00,42.025345953793256,-87.97104069775203,Kidnapping,Medium
1551,2025-01-06 11:16:00,41.4875023758381,-87.763852552193,Fire,High
1552,2025-01-12 02:42:00,41.95862899650645,-87.95733433948529,MissingPerson,Critical
1553,2025-02-26 00:07:00,41.81611718566533,-87.19235555454704,MissingPerson,Critical
1554,2025-02-01 02:14:00,41.77894457440446,-87.76018292687102,Kidnapping,Critical
1555,2025-02-14 05:43:00,41.69263501908254,-87.73309861356533,MissingPerson,Medium
1556,2025-02-07 14:01:00,41.872404820166935,-88.14839450860119,Fire,Critical
1557,2025-01-04 19:17:00,42.273431532447944,-87.72721829963818,Kidnapping,Low
1558,2025-01-18 04:38:00,42.19761421985248,-87.64596459375836,MissingPerson,Low
1559,2025-01-29 18:36:00,41.782022703029334,-87.78278614427349,Accident,Critical
1560,2025-01-11 22:26:00,41.72737550327517,-87.55874731309267,Kidnapping,Low
1561,2025-01-21 19:34:00,41.54178962548023,-87.89402541076625,Kidnapping,Critical
1562,2025-01-08 05:36:00,41.78204936396786,-87.91983848979432,Accident,Low
1563,2025-02-19 03:27:00,41.94248259155641,-87.55717563344916,Fire,Low
1564,2025-01-19 10:41:00,41.484639315685705,-87.80400107077301,Accident,Critical
1565,2025-02-17 21:07:00,42.09758398577152,-87.73615149635121,Fire,Medium
1566,2025-02-22 05:37:00,41.861684022802585,-87.5455409111476,Fire,Medium
1567,2025-01-29 05:49:00,42.02375145334652,-87.98412765454476,Accident,Low
1568,2025-01-17 21:36:00,41.62953349387568,-87.88070629572456,MissingPerson,High
1569,2025-01-12 17:53:00,41.83297888884627,-87.03871787915156,Kidnapping,Low
1570,2025-01-25 02:14:00,41.5516787243728,-87.27327277051606,Kidnapping,High
1571,2025-01-14 16:27:00,42.27277621058449,-87.84749490321043,Accident,High
1572,2025-02-14 00:09:00,41.81606465693155,-87.76109474882466,Kidnapping,Critical
1573,2025-02-18 03:53:00,41.76821382121865,-87.6664074815353,Kidnapping,Critical
1574,2025-02-09 01:48:00,41.49077978987256,-87.86382138945058,MissingPerson,Critical
1575,2025-01-21 11:42:00,41.77981650072194,-87.42295570012688,Accident,Medium
1576,2025-02-16 12:38:00,41.75679012771954,-87.86923455727516,Kidnapping,Low
1577,2025-01-06 22:48:00,41.75263153919107,-87.1009152752139,Fire,Medium
1578,2025-02-18 18:54:00,42.12870155001392,-87.76626850767863,Accident,High
1579,2025-01-13 14:45:00,41.540830529789524,-87.55773766922628,Fire,Medium
1580,2025-01-19 00:29:00,41.86609940485089,-88.20523321129829,Fire,Low
1581,2025-01-29 08:47:00,41.86024572169776,-87.25709161003998,Accident,Low
1582,2025-02-05 00:58:00,41.55115948184302,-87.7045839033923,MissingPerson,Medium
1583,2025-02-14 01:37:00,41.595521248553105,-87.3169072486597,Fire,Medium
1584,2025-02-03 09:36:00,41.909726202887356,-87.45961773728139,MissingPerson,Low
1585,2025-01-31 22:21:00,41.617631130153185,-88.01592082149891,Fire,Low
1586,2025-01-05 07:43:00,41.52628177514366,-87.98348586648206,Kidnapping,Low
1587,2025-02-22 17:46:00,41.633843345643,-87.93458308516938,MissingPerson,Critical
1588,2025-02-03 19:10:00,41.96346604259318,-87.39690843039415,Fire,Medium
1589,2025-02-23 05:46:00,41.73850036253043,-88.11902004140424,MissingPerson,Critical
1590,2025-02-16 18:51:00,42.22558018971939,-87.36149470061734,Fire,Low
1591,2025-02-02 21:45:00,42.036587067368544,-87.78028977043678,Accident,Low
1592,2025-02-11 14:03:00,41.684239608859336,-87.56057474180722,Kidnapping,Critical
1593,2025-02-28 02:39:00,42.212377833210695,-87.51957491247923,Accident,Low
1594,2025-02-04 22:51:00,41.90198999323017,-87.75624885921717,MissingPerson,Low
1595,2025-02-14 10:50:00,41.89080527932099,-88.12534262887694,MissingPerson,Low
1596,2025-01-02 13:50:00,41.9632917618425,-87.04076766595772,Kidnapping,Low
1597,2025-02-22 20:50:00,41.5596571653649,-87.70506828921441,Accident,Low
1598,2025-01-21 20:50:00,42.2160949221262,-87.35843109349865,Fire,Medium
1599,2025-01-20 14:12:00,41.97493825066415,-87.62011861642026,Kidnapping,High
1600,2025-02-09 08:02:00,42.21094315257596,-87.408407946625,Accident,High
1601,2025-01-24 22:04:00,42.04943867679747,-87.63143589448775,Fire,Low
1602,2025-02-28 06:06:00,42.00811549245071,-87.53485886922904,Kidnapping,High
1603,2025-01-12 14:18:00,42.29623205633213,-87.827235603848,Kidnapping,Critical
1604,2025-01-09 12:58:00,41.82936380764788,-87.49283335292861,MissingPerson,Medium
1605,2025-02-06 18:25:00,41.69646524498495,-87.24411684765238,Accident,Medium
1606,2025-01-05 04:39:00,42.09418785461331,-87.29729449585496,MissingPerson,Medium
1607,2025-02-28 09:31:00,41.74772970975235,-87.15205085455922,Kidnapping,Medium
1608,2025-01-11 17:23:00,41.64635242349458,-87.53830852497785,Fire,High
1609,2025-02-24 05:25:00,41.84173865768734,-87.62435455533684,Accident,High
1610,2025-01-09 07:40:00,41.74399453810265,-87.55056859846957,Kidnapping,High
1611,2025-01-06 15:34:00,42.021636293339796,-87.74450527781865,Fire,High
1612,2025-02-09 15:53:00,41.62118978950811,-87.51129478346863,MissingPerson,Medium
1613,2025-02-23 07:28:00,41.71268692892175,-88.0900796774134,Kidnapping,Critical
1614,2025-02-06 00:48:00,41.806289974309564,-87.76077612133113,Accident,Low
1615,2025-02-19 12:59:00,41.96371963890322,-87.33533440530586,Accident,High
1616,2025-02-02 05:33:00,41.69963606835425,-87.13734671353927,MissingPerson,Medium
1617,2025-02-02 02:12:00,42.32212866247355,-87.63566615167548,Fire,Medium
1618,2025-02-14 10:41:00,42.20837405210374,-87.73952361385655,Kidnapping,Medium
1619,2025-02-12 18:45:00,42.207536830653616,-87.23547360608266,Fire,Medium
1620,2025-01-07 08:29:00,42.25549763406539,-87.66709326522569,MissingPerson,High
1621,2025-01-29 15:47:00,42.33095676790463,-87.61129775743207,Fire,Critical
1622,2025-01-10 17:38:00,42.27225957184093,-87.57424065664769,Fire,Critical
1623,2025-01-21 10:26:00,41.77410260910434,-87.9921939564538,Kidnapping,High
1624,2025-02-10 09:23:00,41.997378459627406,-87.84316060493047,Accident,High
1625,2025-01-01 05:21:00,41.967004070012656,-87.10208191853208,Kidnapping,Low
1626,2025-02-02 22:07:00,41.67789763806607,-87.56407447420086,Kidnapping,Medium
1627,2025-01-02 20:47:00,41.92422191067241,-87.61530807972979,MissingPerson,Medium
1628,2025-03-01 20:46:00,41.57373447622996,-87.35491726035444,MissingPerson,Medium
1629,2025-01-31 07:24:00,41.86290831399483,-88.16486448597041,MissingPerson,Medium
1630,2025-02-28 04:15:00,41.53046797495688,-87.73900887181452,MissingPerson,Medium
1631,2025-02-16 03:21:00,41.509623980712526,-87.68191987522225,Fire,Critical
1632,2025-02-10 03:22:00,41.97134831591757,-87.34818313332438,Kidnapping,Medium
1633,2025-02-27 00:48:00,41.93525396322699,-87.21405151708952,Fire,Critical
1634,2025-02-01 04:52:00,41.600200010066665,-87.7414880711662,Kidnapping,High
1635,2025-01-08 01:39:00,42.11426179345903,-87.94734148311754,Kidnapping,Low
1636,2025-02-22 18:44:00,41.65963141919348,-88.05783872218296,Fire,High
1637,2025-01-25 08:26:00,42.17180417950619,-87.93309576169028,Fire,Critical
1638,2025-01-19 14:16:00,41.5144482192944,-87.75508757460071,Fire,Critical
1639,2025-01-30 04:01:00,41.938234033561244,-87.84366888184894,MissingPerson,Critical
1640,2025-01-08 07:19:00,42.1422369877687,-87.19627508782845,MissingPerson,Low
1641,2025-01-08 23:28:00,42.28841491746956,-87.53112990265655,MissingPerson,High
1642,2025-01-01 03:30:00,42.23022426206898,-87.93899546564181,MissingPerson,Low
1643,2025-01-17 17:13:00,42.02186213204658,-87.65460399972126,Fire,Medium
1644,2025-03-01 16:26:00,41.6135739803515,-87.67739969362454,Kidnapping,Critical
1645,2025-01-24 14:13:00,41.830935136546145,-87.07319238477703,MissingPerson,Low
1646,2025-01-06 22:52:00,41.78906111230132,-87.63550208168232,Accident,Critical
1647,2025-01-02 11:37:00,41.908383474219185,-87.11413107680539,Accident,Medium
1648,2025-01-31 08:38:00,41.56200699561502,-87.54845413978892,Kidnapping,Critical
1649,2025-02-05 04:57:00,41.58210004139463,-87.5893480671105,Fire,Low
1650,2025-01-10 13:18:00,42.29280749524441,-87.74555920079982,Accident,Low
1651,2025-02-13 00:25:00,41.805524436322024,-87.1920969999037,MissingPerson,Critical
1652,2025-01-25 18:17:00,41.93391578589592,-87.83800559049608,Kidnapping,High
1653,2025-02-07 10:44:00,42.131832869510326,-87.14289689087343,Fire,Critical
1654,2025-01-26 04:12:00,42.20067934616392,-87.32197780824507,MissingPerson,Medium
1655,2025-01-05 20:58:00,42.02932817336556,-87.57200986893125,MissingPerson,High
1656,2025-02-02 22:04:00,42.127870773412795,-88.00088529456097,Kidnapping,High
1657,2025-01-25 21:55:00,41.57786040294636,-87.86601767858812,MissingPerson,Critical
1658,2025-01-16 20:15:00,41.69082504178501,-88.03061247724582,Kidnapping,Critical
1659,2025-01-28 08:32:00,41.8814019551929,-87.96505301151674,Fire,Low
1660,2025-01-20 09:06:00,42.274379826072234,-87.70979092257988,MissingPerson,Medium
1661,2025-01-09 02:36:00,41.83635864406218,-87.35587091185093,Kidnapping,Medium
1662,2025-01-29 15:13:00,41.9379937488697,-87.89785401808628,Fire,Low
1663,2025-02-09 07:13:00,41.99414341526544,-87.45823470621,Accident,Low
1664,2025-01-16 14:51:00,41.79287442199685,-87.99964922151771,Accident,Low
1665,2025-01-27 16:20:00,41.650788989978274,-87.6846958480636,Fire,Critical
1666,2025-02-28 10:02:00,42.04549209061036,-87.99720008756358,Fire,Critical
1667,2025-01-15 15:17:00,41.61667589067437,-88.00142859278054,MissingPerson,Critical
1668,2025-01-07 20:43:00,41.6407200194343,-87.18623649750663,Accident,Critical
1669,2025-02-21 11:41:00,42.225193278777816,-87.7948975311441,Accident,High
1670,2025-01-23 12:38:00,41.7350528461911,-87.9771391738027,Fire,High
1671,2025-01-09 16:29:00,42.271021113179096,-87.43689350135496,Accident,Low
1672,2025-01-01 18:47:00,41.82581164025466,-87.23461177084535,Fire,Low
1673,2025-01-31 22:51:00,41.63537994371999,-87.42534822619875,Fire,Critical
1674,2025-02-08 13:18:00,41.48018495771666,-87.49193578006954,Accident,Low
1675,2025-02-18 04:05:00,42.31341521136177,-87.7424236835888,Kidnapping,Low
1676,2025-01-19 18:10:00,41.760795087180874,-87.61361713706599,Kidnapping,Low
1677,2025-01-14 19:58:00,41.89731207140636,-87.95602243378573,MissingPerson,Low
1678,2025-01-04 21:15:00,41.680320360317914,-87.70701203427728,Fire,Critical
1679,2025-02-27 11:40:00,41.897159048933396,-87.99987112085392,Accident,Critical
1680,2025-02-10 22:15:00,41.6280522478825,-87.53121024610407,Kidnapping,Medium
1681,2025-02-19 19:38:00,42.04511345709451,-88.18357190646208,Accident,Critical
1682,2025-01-11 13:08:00,41.99462744478619,-87.03957811696023,Fire,Critical
1683,2025-01-03 08:19:00,42.02206633889417,-87.92010773906264,Fire,Critical
1684,2025-01-24 15:37:00,42.11815169045207,-88.07145260272607,Kidnapping,Critical
1685,2025-01-17 22:21:00,42.21401302420612,-87.85229369890304,Fire,Low
1686,2025-02-04 07:44:00,41.691085841912546,-88.11942729895338,Accident,Medium
1687,2025-02-19 21:09:00,41.99755206714393,-88.1556164205383,Fire,Low
1688,2025-01-27 02:01:00,41.57004906205594,-87.93673483858208,Accident,High
1689,2025-01-08 23:30:00,42.23051606348938,-87.44573387196249,Accident,Low
1690,2025-02-06 19:41:00,41.50217819680582,-87.3375535993656,Accident,High
1691,2025-01-17 20:53:00,42.23708454006781,-87.49873429183867,Accident,High
1692,2025-02-02 00:28:00,41.84753063988136,-87.22598265069401,Kidnapping,Critical
1693,2025-01-05 07:27:00,41.89553943944529,-88.096615064503,Fire,Low
1694,2025-01-13 23:17:00,41.984295114747525,-87.43290677599812,MissingPerson,High
1695,2025-02-02 21:18:00,41.65063230926351,-87.5461499569256,Fire,High
1696,2025-02-28 08:50:00,41.6663188429734,-88.13779571672049,Kidnapping,Critical
1697,2025-01-01 15:10:00,41.49412195298521,-87.5656946972032,MissingPerson,High
1698,2025-01-15 02:43:00,42.102147470054696,-87.73866360798499,Kidnapping,Low
1699,2025-01-21 06:43:00,41.74023135484378,-88.0332593104451,Kidnapping,High
1700,2025-02-04 12:30:00,42.05554683393646,-87.62059796106854,MissingPerson,High
